EnsemblID GeneName
ENSMMUG00000057591 Y_RNA
ENSMMUG00000030422 NA
ENSMMUG00000007970 NA
ENSMMUG00000049706 OCM
ENSMMUG00000064257 NA
ENSMMUG00000056232 Metazoa_SRP
ENSMMUG00000050199 NA
ENSMMUG00000062239 Metazoa_SRP
ENSMMUG00000054767 NA
ENSMMUG00000015477 LMTK2
ENSMMUG00000015479 TECPR1
ENSMMUG00000049558 BRI3
ENSMMUG00000013276 BAIAP2L1
ENSMMUG00000057683 U7
ENSMMUG00000054802 Metazoa_SRP
ENSMMUG00000061214 U3
ENSMMUG00000052638 Metazoa_SRP
ENSMMUG00000054177 NA
ENSMMUG00000011970 NPTX2
ENSMMUG00000059873 NA
ENSMMUG00000063416 U6
ENSMMUG00000050787 Metazoa_SRP
ENSMMUG00000012377 TMEM130
ENSMMUG00000055827 NA
ENSMMUG00000023318 TRRAP
ENSMMUG00000062366 NA
ENSMMUG00000052861 NA
ENSMMUG00000009183 SMURF1
ENSMMUG00000060361 Metazoa_SRP
ENSMMUG00000058068 Metazoa_SRP
ENSMMUG00000054851 NA
ENSMMUG00000019445 KPNA7
ENSMMUG00000056270 NA
ENSMMUG00000049829 Y_RNA
ENSMMUG00000001458 NA
ENSMMUG00000063506 Metazoa_SRP
ENSMMUG00000001460 PDAP1
ENSMMUG00000000427 BUD31
ENSMMUG00000061740 NA
ENSMMUG00000030408 NA
ENSMMUG00000019191 CPSF4
ENSMMUG00000020139 ZNF789
ENSMMUG00000020140 ZNF394
ENSMMUG00000020141 ZKSCAN5
ENSMMUG00000019104 FAM200A
ENSMMUG00000040393 ZNF655
ENSMMUG00000055483 TMEM225B
ENSMMUG00000022728 ZSCAN25
ENSMMUG00000022730 CYP3A5
ENSMMUG00000060678 NA
ENSMMUG00000050824 NA
ENSMMUG00000022490 CYP3A43
ENSMMUG00000063929 OR2AE1
ENSMMUG00000022502 TRIM4
ENSMMUG00000022503 GJC3
ENSMMUG00000055297 Y_RNA
ENSMMUG00000022504 AZGP1
ENSMMUG00000057693 NA
ENSMMUG00000059171 NA
ENSMMUG00000008601 ZKSCAN1
ENSMMUG00000057007 Metazoa_SRP
ENSMMUG00000014082 ZSCAN21
ENSMMUG00000004021 ZNF3
ENSMMUG00000013440 COPS6
ENSMMUG00000013442 MCM7
ENSMMUG00000027100 mml-mir-25
ENSMMUG00000027023 mml-mir-93
ENSMMUG00000026912 mml-mir-106b
ENSMMUG00000013447 AP4M1
ENSMMUG00000013450 TAF6
ENSMMUG00000013452 CNPY4
ENSMMUG00000013453 MBLAC1
ENSMMUG00000064256 Metazoa_SRP
ENSMMUG00000018401 LAMTOR4
ENSMMUG00000018402 MAP11
ENSMMUG00000018404 GAL3ST4
ENSMMUG00000050732 GPC2
ENSMMUG00000018405 STAG3
ENSMMUG00000047872 PVRIG
ENSMMUG00000043070 PILRA
ENSMMUG00000051860 Metazoa_SRP
ENSMMUG00000012720 ZCWPW1
ENSMMUG00000012724 MEPCE
ENSMMUG00000012728 PPP1R35
ENSMMUG00000058875 Metazoa_SRP
ENSMMUG00000054611 NA
ENSMMUG00000062357 NA
ENSMMUG00000041566 TSC22D4
ENSMMUG00000010463 NYAP1
ENSMMUG00000056451 Metazoa_SRP
ENSMMUG00000046663 Metazoa_SRP
ENSMMUG00000048302 AGFG2
ENSMMUG00000046847 SAP25
ENSMMUG00000015311 LRCH4
ENSMMUG00000015309 FBXO24
ENSMMUG00000002947 PCOLCE
ENSMMUG00000002949 MOSPD3
ENSMMUG00000002950 TFR2
ENSMMUG00000007461 ACTL6B
ENSMMUG00000063216 NA
ENSMMUG00000004080 GNB2
ENSMMUG00000004082 GIGYF1
ENSMMUG00000058769 NA
ENSMMUG00000008581 POP7
ENSMMUG00000056587 Metazoa_SRP
ENSMMUG00000022863 EPO
ENSMMUG00000022840 ZAN
ENSMMUG00000007375 EPHB4
ENSMMUG00000057941 Metazoa_SRP
ENSMMUG00000051246 Metazoa_SRP
ENSMMUG00000021248 SLC12A9
ENSMMUG00000021252 TRIP6
ENSMMUG00000057321 Metazoa_SRP
ENSMMUG00000021255 SRRT
ENSMMUG00000058568 ACHE
ENSMMUG00000061514 NA
ENSMMUG00000063274 NA
ENSMMUG00000006081 NA
ENSMMUG00000052734 NA
ENSMMUG00000060459 NA
ENSMMUG00000017366 TRIM56
ENSMMUG00000059050 NA
ENSMMUG00000009926 SERPINE1
ENSMMUG00000010162 AP1S1
ENSMMUG00000010164 VGF
ENSMMUG00000049346 NAT16
ENSMMUG00000059509 Metazoa_SRP
ENSMMUG00000012213 MOGAT3
ENSMMUG00000006949 PLOD3
ENSMMUG00000006951 ZNHIT1
ENSMMUG00000007839 FIS1
ENSMMUG00000052148 FIS1
ENSMMUG00000023940 U6
ENSMMUG00000006136 IFT22
ENSMMUG00000060921 Metazoa_SRP
ENSMMUG00000048852 COL26A1
ENSMMUG00000030385 MYL10
ENSMMUG00000051130 Metazoa_SRP
ENSMMUG00000021461 CUX1
ENSMMUG00000061032 Metazoa_SRP
ENSMMUG00000050995 Metazoa_SRP
ENSMMUG00000057928 NA
ENSMMUG00000036166 NA
ENSMMUG00000063502 Metazoa_SRP
ENSMMUG00000010329 SH2B2
ENSMMUG00000051163 Metazoa_SRP
ENSMMUG00000059562 PRKRIP1
ENSMMUG00000040332 NA
ENSMMUG00000012024 ORAI2
ENSMMUG00000050875 ALKBH4
ENSMMUG00000012021 LRWD1
ENSMMUG00000012019 NA
ENSMMUG00000030384 NA
ENSMMUG00000057993 NA
ENSMMUG00000058360 NA
ENSMMUG00000047349 UPK3B
ENSMMUG00000017570 DTX2
ENSMMUG00000003637 NA
ENSMMUG00000054370 Metazoa_SRP
ENSMMUG00000063778 SSC4D
ENSMMUG00000058269 YWHAG
ENSMMUG00000056744 HSPB1
ENSMMUG00000059620 Metazoa_SRP
ENSMMUG00000057211 Metazoa_SRP
ENSMMUG00000046728 SRRM3
ENSMMUG00000009917 MDH2
ENSMMUG00000051969 Metazoa_SRP
ENSMMUG00000020088 STYXL1
ENSMMUG00000052826 Metazoa_SRP
ENSMMUG00000020086 POR
ENSMMUG00000025279 SNORA14A
ENSMMUG00000007362 RHBDD2
ENSMMUG00000049382 NA
ENSMMUG00000058798 CCL24
ENSMMUG00000015735 CCL26
ENSMMUG00000005229 HIP1
ENSMMUG00000063570 Metazoa_SRP
ENSMMUG00000058787 NA
ENSMMUG00000022772 NA
ENSMMUG00000022776 NSUN5
ENSMMUG00000022778 TRIM50
ENSMMUG00000052881 FKBP6
ENSMMUG00000028148 U6
ENSMMUG00000052527 Metazoa_SRP
ENSMMUG00000028409 Y_RNA
ENSMMUG00000053080 NA
ENSMMUG00000047984 FZD9
ENSMMUG00000014270 BAZ1B
ENSMMUG00000063579 BCL7B
ENSMMUG00000009093 TBL2
ENSMMUG00000030377 MLXIPL
ENSMMUG00000049287 Metazoa_SRP
ENSMMUG00000001623 VPS37D
ENSMMUG00000055070 NA
ENSMMUG00000011368 DNAJC30
ENSMMUG00000011367 BUD23
ENSMMUG00000014555 STX1A
ENSMMUG00000014557 ABHD11
ENSMMUG00000059269 NA
ENSMMUG00000052352 Metazoa_SRP
ENSMMUG00000001143 CLDN3
ENSMMUG00000054348 NA
ENSMMUG00000044653 CLDN4
ENSMMUG00000003440 TMEM270
ENSMMUG00000054457 NA
ENSMMUG00000058179 NA
ENSMMUG00000051029 NA
ENSMMUG00000044533 ELN
ENSMMUG00000064238 NA
ENSMMUG00000003128 LIMK1
ENSMMUG00000006205 EIF4H
ENSMMUG00000027207 mml-mir-590
ENSMMUG00000049975 NA
ENSMMUG00000003840 LAT2
ENSMMUG00000003843 RFC2
ENSMMUG00000048526 CLIP2
ENSMMUG00000061235 Metazoa_SRP
ENSMMUG00000057136 Metazoa_SRP
ENSMMUG00000018842 GTF2IRD1
ENSMMUG00000060395 Metazoa_SRP
ENSMMUG00000051370 Metazoa_SRP
ENSMMUG00000061493 Metazoa_SRP
ENSMMUG00000051890 NA
ENSMMUG00000006823 GTF2I
ENSMMUG00000007586 NCF1
ENSMMUG00000065259 NA
ENSMMUG00000053518 Metazoa_SRP
ENSMMUG00000017270 NA
ENSMMUG00000052042 Metazoa_SRP
ENSMMUG00000001003 RCC1L
ENSMMUG00000052849 NA
ENSMMUG00000014804 CASTOR2
ENSMMUG00000064967 Metazoa_SRP
ENSMMUG00000058845 Metazoa_SRP
ENSMMUG00000051460 NA
ENSMMUG00000053485 NA
ENSMMUG00000049607 NA
ENSMMUG00000056964 NA
ENSMMUG00000040250 NA
ENSMMUG00000055494 NA
ENSMMUG00000058691 Metazoa_SRP
ENSMMUG00000054720 NA
ENSMMUG00000060009 NA
ENSMMUG00000061911 Metazoa_SRP
ENSMMUG00000053537 NA
ENSMMUG00000054383 NA
ENSMMUG00000053144 Metazoa_SRP
ENSMMUG00000057674 NA
ENSMMUG00000060315 Metazoa_SRP
ENSMMUG00000052939 U6
ENSMMUG00000036872 U6
ENSMMUG00000056841 NA
ENSMMUG00000058227 Metazoa_SRP
ENSMMUG00000050132 NA
ENSMMUG00000026089 Y_RNA
ENSMMUG00000017675 AUTS2
ENSMMUG00000051302 Metazoa_SRP
ENSMMUG00000053562 NA
ENSMMUG00000061790 NA
ENSMMUG00000056271 NA
ENSMMUG00000022555 GALNT17
ENSMMUG00000056980 NA
ENSMMUG00000064316 Metazoa_SRP
ENSMMUG00000053465 NA
ENSMMUG00000001225 CALN1
ENSMMUG00000052019 NA
ENSMMUG00000061002 NA
ENSMMUG00000061284 NA
ENSMMUG00000053351 Metazoa_SRP
ENSMMUG00000030374 NA
ENSMMUG00000061805 mml-mir-4650
ENSMMUG00000045653 SBDS
ENSMMUG00000043222 Metazoa_SRP
ENSMMUG00000015843 TMEM248
ENSMMUG00000058135 U6
ENSMMUG00000057491 NA
ENSMMUG00000041473 RABGEF1
ENSMMUG00000062728 NA
ENSMMUG00000050820 NA
ENSMMUG00000011596 KCTD7
ENSMMUG00000060560 NA
ENSMMUG00000026540 U6
ENSMMUG00000001744 TPST1
ENSMMUG00000036547 U6
ENSMMUG00000055614 NA
ENSMMUG00000064020 Metazoa_SRP
ENSMMUG00000011871 ASL
ENSMMUG00000064716 NA
ENSMMUG00000052087 NA
ENSMMUG00000063280 Metazoa_SRP
ENSMMUG00000021236 NA
ENSMMUG00000021235 VKORC1L1
ENSMMUG00000049089 NA
ENSMMUG00000057261 Metazoa_SRP
ENSMMUG00000049462 U6
ENSMMUG00000024477 U6
ENSMMUG00000061229 NA
ENSMMUG00000063875 NA
ENSMMUG00000048598 NA
ENSMMUG00000059186 U6
ENSMMUG00000054695 U6
ENSMMUG00000064171 NA
ENSMMUG00000060107 NA
ENSMMUG00000053738 NA
ENSMMUG00000056779 NA
ENSMMUG00000053978 NA
ENSMMUG00000063625 Metazoa_SRP
ENSMMUG00000059997 NA
ENSMMUG00000010035 ZNF92
ENSMMUG00000064159 NA
ENSMMUG00000015929 NA
ENSMMUG00000043617 ZNF273
ENSMMUG00000054253 NA
ENSMMUG00000057809 NA
ENSMMUG00000055606 NA
ENSMMUG00000002042 ZNF107
ENSMMUG00000065296 Metazoa_SRP
ENSMMUG00000009138 ZNF680
ENSMMUG00000051016 NA
ENSMMUG00000049465 NA
ENSMMUG00000059102 NA
ENSMMUG00000049254 ZNF736
ENSMMUG00000047155 ZNF679
ENSMMUG00000048379 ZNF735
ENSMMUG00000052888 NA
ENSMMUG00000052566 NA
ENSMMUG00000049696 NA
ENSMMUG00000060757 NA
ENSMMUG00000049325 NA
ENSMMUG00000059100 NA
ENSMMUG00000052725 U6
ENSMMUG00000064998 NA
ENSMMUG00000063970 U6
ENSMMUG00000046437 NA
ENSMMUG00000051002 U6
ENSMMUG00000046200 SEPTIN14
ENSMMUG00000063230 NA
ENSMMUG00000063125 Metazoa_SRP
ENSMMUG00000057847 MRPS17
ENSMMUG00000004679 NIPSNAP2
ENSMMUG00000050336 NA
ENSMMUG00000015272 CCT6A
ENSMMUG00000025184 SNORA22B
ENSMMUG00000057069 SNORA15
ENSMMUG00000015275 SUMF2
ENSMMUG00000015276 PHKG1
ENSMMUG00000060375 NA
ENSMMUG00000030802 CHCHD2
ENSMMUG00000060025 NUPR2
ENSMMUG00000055217 NA
ENSMMUG00000056213 NA
ENSMMUG00000062226 NA
ENSMMUG00000056812 NA
ENSMMUG00000011762 NA
ENSMMUG00000051107 NA
ENSMMUG00000058629 NA
ENSMMUG00000063031 NA
ENSMMUG00000053463 NA
ENSMMUG00000013015 VOPP1
ENSMMUG00000060303 NA
ENSMMUG00000004591 LANCL2
ENSMMUG00000052008 NA
ENSMMUG00000054973 NA
ENSMMUG00000022394 EGFR
ENSMMUG00000058499 NA
ENSMMUG00000049381 NA
ENSMMUG00000049612 NA
ENSMMUG00000060184 SEC61G
ENSMMUG00000055465 U6
ENSMMUG00000001308 VSTM2A
ENSMMUG00000054864 Metazoa_SRP
ENSMMUG00000062114 NA
ENSMMUG00000058725 NA
ENSMMUG00000025475 U1
ENSMMUG00000058199 NA
ENSMMUG00000055045 NA
ENSMMUG00000035313 U2
ENSMMUG00000056346 NA
ENSMMUG00000052990 NA
ENSMMUG00000052564 NA
ENSMMUG00000050574 NA
ENSMMUG00000050168 NA
ENSMMUG00000057603 NA
ENSMMUG00000058293 NA
ENSMMUG00000036439 NA
ENSMMUG00000046561 NA
ENSMMUG00000044333 Metazoa_SRP
ENSMMUG00000056368 NA
ENSMMUG00000064560 NA
ENSMMUG00000000246 COBL
ENSMMUG00000056853 Metazoa_SRP
ENSMMUG00000024461 NA
ENSMMUG00000019992 GRB10
ENSMMUG00000019991 DDC
ENSMMUG00000049620 NA
ENSMMUG00000000505 FIGNL1
ENSMMUG00000052346 U6
ENSMMUG00000000504 IKZF1
ENSMMUG00000044759 NA
ENSMMUG00000043922 SPATA48
ENSMMUG00000058084 ZPBP
ENSMMUG00000038178 VWC2
ENSMMUG00000061445 NA
ENSMMUG00000011916 NA
ENSMMUG00000059180 NA
ENSMMUG00000057339 NA
ENSMMUG00000058125 NA
ENSMMUG00000008002 CDC14C
ENSMMUG00000016191 ABCA13
ENSMMUG00000007037 UPP1
ENSMMUG00000007036 C3H7orf57
ENSMMUG00000048740 SUN3
ENSMMUG00000007032 PKD1L1
ENSMMUG00000056444 NA
ENSMMUG00000019393 TNS3
ENSMMUG00000064949 NA
ENSMMUG00000061020 NA
ENSMMUG00000050300 NA
ENSMMUG00000059363 NA
ENSMMUG00000050823 NA
ENSMMUG00000053339 NA
ENSMMUG00000064907 NA
ENSMMUG00000036663 U7
ENSMMUG00000013764 IGFBP3
ENSMMUG00000059330 IGFBP1
ENSMMUG00000065095 NA
ENSMMUG00000006421 ADCY1
ENSMMUG00000055573 NA
ENSMMUG00000052540 NA
ENSMMUG00000057810 RAMP3
ENSMMUG00000010823 TBRG4
ENSMMUG00000026577 SNORA5B
ENSMMUG00000026102 SNORA5C
ENSMMUG00000024815 SNORA5A
ENSMMUG00000042817 NACAD
ENSMMUG00000001799 CCM2
ENSMMUG00000057908 Metazoa_SRP
ENSMMUG00000024346 SNORA9
ENSMMUG00000008914 MYO1G
ENSMMUG00000062797 NA
ENSMMUG00000047932 PURB
ENSMMUG00000045064 NA
ENSMMUG00000000962 H2AZ2
ENSMMUG00000016638 PPIA
ENSMMUG00000002652 ZMIZ2
ENSMMUG00000064180 NA
ENSMMUG00000002651 OGDH
ENSMMUG00000057027 NA
ENSMMUG00000002650 TMED4
ENSMMUG00000002645 DDX56
ENSMMUG00000000782 NPC1L1
ENSMMUG00000063623 NA
ENSMMUG00000025917 U6
ENSMMUG00000000779 NUDCD3
ENSMMUG00000002433 CAMK2B
ENSMMUG00000002430 YKT6
ENSMMUG00000002427 GCK
ENSMMUG00000002411 DBNL
ENSMMUG00000002426 MYL7
ENSMMUG00000002423 POLD2
ENSMMUG00000002422 AEBP1
ENSMMUG00000002421 POLM
ENSMMUG00000064860 PGAM2
ENSMMUG00000002408 URGCP
ENSMMUG00000055557 Metazoa_SRP
ENSMMUG00000019023 COA1
ENSMMUG00000017382 BLVRA
ENSMMUG00000019022 STK17A
ENSMMUG00000019015 HECW1
ENSMMUG00000055080 Metazoa_SRP
ENSMMUG00000057956 NA
ENSMMUG00000049363 NA
ENSMMUG00000035562 U6
ENSMMUG00000037237 U7
ENSMMUG00000024428 Y_RNA
ENSMMUG00000053696 Metazoa_SRP
ENSMMUG00000060273 MRPL32
ENSMMUG00000022451 PSMA2
ENSMMUG00000022449 C3H7orf25
ENSMMUG00000051741 NA
ENSMMUG00000052530 NA
ENSMMUG00000013614 GLI3
ENSMMUG00000061466 INHBA
ENSMMUG00000050644 NA
ENSMMUG00000049449 NA
ENSMMUG00000054924 NA
ENSMMUG00000001702 SUGCT
ENSMMUG00000061654 Metazoa_SRP
ENSMMUG00000065307 NA
ENSMMUG00000056215 Metazoa_SRP
ENSMMUG00000054607 MPLKIP
ENSMMUG00000025105 Y_RNA
ENSMMUG00000018064 CDK13
ENSMMUG00000055023 Metazoa_SRP
ENSMMUG00000063906 Metazoa_SRP
ENSMMUG00000045215 Metazoa_SRP
ENSMMUG00000052918 NA
ENSMMUG00000050966 Metazoa_SRP
ENSMMUG00000050621 RALA
ENSMMUG00000050440 NA
ENSMMUG00000013563 YAE1
ENSMMUG00000042118 NA
ENSMMUG00000017106 POU6F2
ENSMMUG00000050009 NA
ENSMMUG00000024995 SNORA20B
ENSMMUG00000051801 NA
ENSMMUG00000010042 VPS41
ENSMMUG00000061859 NA
ENSMMUG00000023667 AMPH
ENSMMUG00000046444 Metazoa_SRP
ENSMMUG00000060606 NA
ENSMMUG00000054501 NA
ENSMMUG00000052981 TRGV9
ENSMMUG00000050768 NA
ENSMMUG00000059649 TRGV10
ENSMMUG00000054749 NA
ENSMMUG00000063169 NA
ENSMMUG00000060806 NA
ENSMMUG00000063974 NA
ENSMMUG00000054077 TRGC2
ENSMMUG00000062946 NA
ENSMMUG00000023659 STARD3NL
ENSMMUG00000050109 EPDR1
ENSMMUG00000021089 SFRP4
ENSMMUG00000010167 NME8
ENSMMUG00000040368 GPR141
ENSMMUG00000052549 NA
ENSMMUG00000023104 ELMO1
ENSMMUG00000051038 Y_RNA
ENSMMUG00000050335 NA
ENSMMUG00000062787 NA
ENSMMUG00000022275 AOAH
ENSMMUG00000021186 ANLN
ENSMMUG00000010703 KIAA0895
ENSMMUG00000026710 Y_RNA
ENSMMUG00000010702 EEPD1
ENSMMUG00000051686 Metazoa_SRP
ENSMMUG00000059772 NA
ENSMMUG00000006980 SEPTIN7
ENSMMUG00000001350 HERPUD2
ENSMMUG00000058423 NA
ENSMMUG00000012549 TBX20
ENSMMUG00000009865 DPY19L1
ENSMMUG00000059730 NA
ENSMMUG00000014226 NPSR1
ENSMMUG00000048612 Metazoa_SRP
ENSMMUG00000051146 U6
ENSMMUG00000017232 BMPER
ENSMMUG00000002886 BBS9
ENSMMUG00000002884 RP9
ENSMMUG00000050858 Metazoa_SRP
ENSMMUG00000011695 NT5C3A
ENSMMUG00000044786 Metazoa_SRP
ENSMMUG00000011694 FKBP9
ENSMMUG00000063471 Metazoa_SRP
ENSMMUG00000037205 U6
ENSMMUG00000004944 KBTBD2
ENSMMUG00000062774 Metazoa_SRP
ENSMMUG00000059061 NA
ENSMMUG00000011770 AVL9
ENSMMUG00000062758 LSM5
ENSMMUG00000064390 U6
ENSMMUG00000051678 NA
ENSMMUG00000060356 NA
ENSMMUG00000001625 PDE1C
ENSMMUG00000022485 PPP1R17
ENSMMUG00000022484 ITPRID1
ENSMMUG00000055809 NA
ENSMMUG00000022699 NEUROD6
ENSMMUG00000005299 ADCYAP1R1
ENSMMUG00000011764 GHRHR
ENSMMUG00000011761 MINDY4
ENSMMUG00000064085 INMT
ENSMMUG00000011758 CRHR2
ENSMMUG00000004719 GARS1
ENSMMUG00000057887 NA
ENSMMUG00000060878 NA
ENSMMUG00000012550 GGCT
ENSMMUG00000012547 NOD1
ENSMMUG00000012541 ZNRF2
ENSMMUG00000060818 Metazoa_SRP
ENSMMUG00000035975 U5
ENSMMUG00000062454 NA
ENSMMUG00000039009 NA
ENSMMUG00000012539 MTURN
ENSMMUG00000012529 PLEKHA8
ENSMMUG00000012528 FKBP14
ENSMMUG00000016803 SCRN1
ENSMMUG00000045852 WIPF3
ENSMMUG00000036407 NA
ENSMMUG00000065141 NA
ENSMMUG00000050459 NA
ENSMMUG00000062652 NA
ENSMMUG00000032973 mml-mir-550
ENSMMUG00000064213 PRR15
ENSMMUG00000008329 CHN2
ENSMMUG00000053302 NA
ENSMMUG00000059764 NA
ENSMMUG00000020184 CPVL
ENSMMUG00000055749 Metazoa_SRP
ENSMMUG00000020183 TRIL
ENSMMUG00000050802 NA
ENSMMUG00000060099 NA
ENSMMUG00000039317 CREB5
ENSMMUG00000046993 NA
ENSMMUG00000042360 JAZF1
ENSMMUG00000049597 NA
ENSMMUG00000050675 U6
ENSMMUG00000053027 mml-mir-7184
ENSMMUG00000061832 Metazoa_SRP
ENSMMUG00000063671 NA
ENSMMUG00000022454 TAX1BP1
ENSMMUG00000023134 HIBADH
ENSMMUG00000037517 NA
ENSMMUG00000056313 EVX1
ENSMMUG00000055193 NA
ENSMMUG00000013463 HOXA13
ENSMMUG00000061402 NA
ENSMMUG00000055708 HOXA11
ENSMMUG00000051571 HOXA10
ENSMMUG00000032930 MIR196B
ENSMMUG00000013459 HOXA9
ENSMMUG00000013458 HOXA7
ENSMMUG00000061724 HOXA6
ENSMMUG00000061471 HOXA5
ENSMMUG00000040874 HOXA4
ENSMMUG00000051572 HOXA3
ENSMMUG00000054649 HOXA2
ENSMMUG00000012807 HOXA1
ENSMMUG00000056805 NA
ENSMMUG00000050307 NA
ENSMMUG00000018544 SKAP2
ENSMMUG00000059379 NA
ENSMMUG00000051696 NA
ENSMMUG00000023230 SNX10
ENSMMUG00000040322 CBX3
ENSMMUG00000003619 HNRNPA2B1
ENSMMUG00000003615 NFE2L3
ENSMMUG00000026964 NA
ENSMMUG00000052941 NA
ENSMMUG00000052176 NA
ENSMMUG00000062845 NA
ENSMMUG00000039877 NA
ENSMMUG00000058056 NA
ENSMMUG00000033216 U3
ENSMMUG00000008369 NPVF
ENSMMUG00000064918 NA
ENSMMUG00000005701 C3H7orf31
ENSMMUG00000051205 CYCS
ENSMMUG00000064777 NA
ENSMMUG00000062760 NA
ENSMMUG00000016939 OSBPL3
ENSMMUG00000016938 GSDME
ENSMMUG00000016936 MPP6
ENSMMUG00000050105 U6
ENSMMUG00000009818 NPY
ENSMMUG00000055264 NA
ENSMMUG00000052244 NA
ENSMMUG00000052640 NA
ENSMMUG00000053877 NA
ENSMMUG00000023196 STK31
ENSMMUG00000053543 NA
ENSMMUG00000023194 FAM221A
ENSMMUG00000014987 CCDC126
ENSMMUG00000052689 Metazoa_SRP
ENSMMUG00000006286 TRA2A
ENSMMUG00000043151 Y_RNA
ENSMMUG00000056703 NA
ENSMMUG00000050927 Metazoa_SRP
ENSMMUG00000004839 IGF2BP3
ENSMMUG00000037037 U7
ENSMMUG00000033015 SNORD65C
ENSMMUG00000061041 MALSU1
ENSMMUG00000012648 GPNMB
ENSMMUG00000064876 NA
ENSMMUG00000001560 NUP42
ENSMMUG00000063292 Metazoa_SRP
ENSMMUG00000001562 KLHL7
ENSMMUG00000000517 FAM126A
ENSMMUG00000033837 SNORD93
ENSMMUG00000065311 TOMM7
ENSMMUG00000019983 IL6
ENSMMUG00000056674 NA
ENSMMUG00000002987 RAPGEF5
ENSMMUG00000055715 Metazoa_SRP
ENSMMUG00000022766 CDCA7L
ENSMMUG00000022764 DNAH11
ENSMMUG00000049918 Metazoa_SRP
ENSMMUG00000021684 SP4
ENSMMUG00000025035 U1
ENSMMUG00000042472 Metazoa_SRP
ENSMMUG00000060787 NA
ENSMMUG00000003722 SP8
ENSMMUG00000007821 ABCB5
ENSMMUG00000050613 Metazoa_SRP
ENSMMUG00000006898 ITGB8
ENSMMUG00000026507 NA
ENSMMUG00000022683 MACC1
ENSMMUG00000053943 NA
ENSMMUG00000058600 NA
ENSMMUG00000053507 NA
ENSMMUG00000063090 NA
ENSMMUG00000009610 TMEM196
ENSMMUG00000009609 POLR1F
ENSMMUG00000047129 NA
ENSMMUG00000051456 NA
ENSMMUG00000011170 HDAC9
ENSMMUG00000053098 NA
ENSMMUG00000061557 NA
ENSMMUG00000009748 PRPS1L1
ENSMMUG00000021915 SNX13
ENSMMUG00000062260 NA
ENSMMUG00000052574 NA
ENSMMUG00000012203 NA
ENSMMUG00000054505 NA
ENSMMUG00000031775 NA
ENSMMUG00000051849 NA
ENSMMUG00000016017 AGR3
ENSMMUG00000017050 AGR2
ENSMMUG00000017049 TSPAN13
ENSMMUG00000017045 BZW2
ENSMMUG00000017041 ANKMY2
ENSMMUG00000043482 LRRC72
ENSMMUG00000016817 SOSTDC1
ENSMMUG00000037624 CRPPA
ENSMMUG00000058683 NA
ENSMMUG00000052650 NA
ENSMMUG00000054853 NA
ENSMMUG00000062962 MEOX2
ENSMMUG00000004975 AGMO
ENSMMUG00000056091 NA
ENSMMUG00000020418 DGKB
ENSMMUG00000054636 NA
ENSMMUG00000008632 NA
ENSMMUG00000039167 ETV1
ENSMMUG00000054109 NA
ENSMMUG00000032870 NA
ENSMMUG00000010846 ARL4A
ENSMMUG00000000880 SCIN
ENSMMUG00000055790 NA
ENSMMUG00000047410 NA
ENSMMUG00000060352 U6
ENSMMUG00000046779 NA
ENSMMUG00000022130 NA
ENSMMUG00000030278 VWDE
ENSMMUG00000005159 TMEM106B
ENSMMUG00000060770 NA
ENSMMUG00000050638 NA
ENSMMUG00000012694 THSD7A
ENSMMUG00000063606 NA
ENSMMUG00000049417 NA
ENSMMUG00000055766 NA
ENSMMUG00000020895 PHF14
ENSMMUG00000020894 NDUFA4
ENSMMUG00000028020 Y_RNA
ENSMMUG00000057350 NA
ENSMMUG00000058372 Metazoa_SRP
ENSMMUG00000033249 U3
ENSMMUG00000062734 NA
ENSMMUG00000053010 NA
ENSMMUG00000009711 NXPH1
ENSMMUG00000005435 ICA1
ENSMMUG00000045449 GLCCI1
ENSMMUG00000036937 U6
ENSMMUG00000042110 UMAD1
ENSMMUG00000058076 Metazoa_SRP
ENSMMUG00000000854 RPA3
ENSMMUG00000000853 MIOS
ENSMMUG00000040123 COL28A1
ENSMMUG00000054913 C1GALT1
ENSMMUG00000060211 Metazoa_SRP
ENSMMUG00000057132 NA
ENSMMUG00000024504 Y_RNA
ENSMMUG00000019157 ASNS
ENSMMUG00000014823 TAC1
ENSMMUG00000064986 NA
ENSMMUG00000050819 Metazoa_SRP
ENSMMUG00000014920 SDHAF3
ENSMMUG00000054481 DLX5
ENSMMUG00000049169 DLX6
ENSMMUG00000055860 NA
ENSMMUG00000048222 Metazoa_SRP
ENSMMUG00000004127 SEM1
ENSMMUG00000006974 SEM1
ENSMMUG00000061362 U7
ENSMMUG00000050751 U6
ENSMMUG00000028056 U6
ENSMMUG00000005250 SLC25A13
ENSMMUG00000005915 DYNC1I1
ENSMMUG00000062107 NA
ENSMMUG00000021389 PDK4
ENSMMUG00000008016 ASB4
ENSMMUG00000008014 PON2
ENSMMUG00000008013 PON3
ENSMMUG00000008011 PON1
ENSMMUG00000008008 PPP1R9A
ENSMMUG00000063730 NA
ENSMMUG00000056378 NA
ENSMMUG00000060055 U4
ENSMMUG00000053116 NA
ENSMMUG00000032524 PEG10
ENSMMUG00000016394 SGCE
ENSMMUG00000016393 CASD1
ENSMMUG00000060805 Metazoa_SRP
ENSMMUG00000060120 Metazoa_SRP
ENSMMUG00000036266 U6
ENSMMUG00000039654 COL1A2
ENSMMUG00000043799 NA
ENSMMUG00000059209 NA
ENSMMUG00000062451 NA
